21786.0
43.57
342
21786
0.77
4264.0
8.53
96
4264
0.67
6108.0
12.22
234
6108
0.65
4356.0
8.71
98
4356
0.63
1916.0
3.83
95
1916
0.62
8276.0
16.55
169
8276
0.6
1790.0
3.58
106
1790
0.56
4358.0
8.72
96
4358
0.55
3740.0
7.48
100
3740
0.52
1934.0
3.87
88
1934
0.5
589.0
1.18
14
393
0.74
702.0
1.4
12
519
0.66
712.0
1.42
14
461
0.65
830.0
1.66
18
539
0.63
368.0
0.74
10
243
0.62
1072.0
2.14
13
732
0.59
346.0
0.69
9
218
0.56
681.0
1.36
12
498
0.55
597.0
1.19
11
437
0.52
283.0
0.57
9
224
0.49
114.0
0.23
1
114
0.59
79.0
0.16
1
79
0.56
64.0
0.13
1
64
0.57
83.0
0.17
1
83
0.52
34.0
0.07
1
34
0.58
112.0
0.22
1
112
0.46
36.0
0.07
1
36
0.52
82.0
0.16
1
82
0.46
74.0
0.15
1
74
0.44
33.0
0.07
1
33
0.46
